Header_review,review_text,rating
Just okay,Need some more improvement on headset,3.0
Don't waste your money,"Flipkart using nonsencce , valueless product .this device compatibel with my one phone and doesn't work with another phone....while I asked about return policy...the said no return policy is available in this product...",1.0
Fabulous!,Very nice products,5.0
Pretty good,It's really a good product. Very good bass and classy product. I really loved it🥰,4.0
Good quality product,Value for money good product in price range but littel more improvement.,4.0
Simply awesome,Very nice products,5.0
Worth every penny,Awesome earbuds. I love this product 💓,5.0
Classy product,Really nice product,5.0
Just okay,Need some more improvement on headset,3.0
Don't waste your money,"Flipkart using nonsencce , valueless product .this device compatibel with my one phone and doesn't work with another phone....while I asked about return policy...the said no return policy is available in this product...",1.0
Fabulous!,Very nice products,5.0
Pretty good,It's really a good product. Very good bass and classy product. I really loved it🥰,4.0
Wonderful,Good product as per price..it is usable,4.0
Very Good,"This TWS are really amazing, have amazing sound quality but build quality is not that good according to the price",4.0
Wonderful,Decent for its price. Good quality and decent sound. Better then it's competitors in this price.,4.0
Terrific,Very good,5.0
Expected a better product,Not work toch,2.0
Expected a better product,I am not happy with the sound quality and battery backup! Don't buy! There is no option to return !,2.0
Delightful,It's good under 1599,4.0
Waste of money!,There is no noise cancellation,1.0
Good choice,"The material and build quality is very good.. they are very lightweight and  comfortable .. battery backup is also very good... approximately it gives 17to 18 hours of playback.. the charging case and the charging cable is very durable ,small , and lightweight.. sound quality is good but bass is a bit more than average. Overall the music experience is very good..  everything is very fine  but i am giving it four because of game mode(119ms low latency) .. compared to other TWS its slightly  be...",4.0
Does the job,Low budget products comes with some flaw.This also having connection issues and sudden low volume issue.,3.0
Worthless,Not Compatible,1.0
Wonderful,Nice product ☺️,5.0
Expected a better product,Not work toch,2.0
Expected a better product,I am not happy with the sound quality and battery backup! Don't buy! There is no option to return !,2.0
Delightful,It's good under 1599,4.0
Waste of money!,There is no noise cancellation,1.0
Good choice,"The material and build quality is very good.. they are very lightweight and  comfortable .. battery backup is also very good... approximately it gives 17to 18 hours of playback.. the charging case and the charging cable is very durable ,small , and lightweight.. sound quality is good but bass is a bit more than average. Overall the music experience is very good..  everything is very fine  but i am giving it four because of game mode(119ms low latency) .. compared to other TWS its slightly  be...",4.0
Does the job,Low budget products comes with some flaw.This also having connection issues and sudden low volume issue.,3.0
Worthless,Not Compatible,1.0
Wonderful,Nice product ☺️,5.0
Super!,Good in this price range,5.0
Good quality product,Sooo cutee!!!!!!!Worth for money...Good design and battery backup😍,4.0
Hated it!,Stop working within a month.,1.0
Wonderful,It's awesome I loved it,4.0
Terrible product,1st I got broken products and than wrong broken products,1.0
Useless product,It is best but the mic is very worst... while dri,1.0
Just wow!,Ok,5.0
Super!,Awesome product i ever seen,5.0
Mind-blowing purchase,It is good and sound quaility and battery is very good but connection of bluetooth is  very rare means slowly but it is excelent,5.0
Worth the money,Well product,4.0
Did not meet expectations,Bluetooth keeps getting disconnected while speaking to other over a voice call.,1.0
Awesome,Velu for money,5.0
Terrible product,Charging issue and not a good sound quality,1.0
Must buy!,Ossum it's just go for it,5.0
Wonderful,Good,5.0
Moderate,Discconnecting too many times while in call,2.0
Nice product,I will not say much but it is very cool,4.0
Utterly Disappointed,After some days usage there is connectivity errors.Buds r not getting disconnected when we place in the charging case .Because of these problems when we on bluetooth in  mobile they r getting connected even they r inside the case.,1.0
Awesome,Gorgeous,5.0
Terrible product,Left bud in not connecting in phone,1.0
Don't waste your money,Waste product   To buy this product waste of money,1.0
Utterly Disappointed,after four months its not working properly...one side buds not working...and also the charging not working,1.0
Highly recommended,Awasome product,5.0
Terrific,Good,5.0
Good,Ok,3.0
Super!,Amazing Product,5.0
Great product,Mind blowing product thank you flipkart but little low back up during calls but it's okay worth for money 💲,5.0
Good quality product,Good sounds,4.0
Fabulous!,It has super sound quality and battery backup is next level,5.0
Delightful,"For songs purpose good. But Not for calling, very bad experience.",4.0
Good choice,Nice,4.0
Perfect product!,Awesome 👌👌👌,5.0
Good,Ok,3.0
Super!,Amazing Product,5.0
Great product,Mind blowing product thank you flipkart but little low back up during calls but it's okay worth for money 💲,5.0
Good quality product,Good sounds,4.0
Fabulous!,It has super sound quality and battery backup is next level,5.0
Delightful,"For songs purpose good. But Not for calling, very bad experience.",4.0
Good choice,Nice,4.0
Perfect product!,Awesome 👌👌👌,5.0
Classy product,Nice,5.0
Really Nice,Best app,4.0
Super!,best buds in budget please try,5.0
Value-for-money,Product is good with good sound quality.Treble is fine but lacks a bit of bass.,4.0
Decent product,Good one but touch sensor does not exist everytime ..it fails to work on touch manytimes,3.0
Pretty good,Nice product,4.0
Brilliant,I love it,5.0
Utterly Disappointed,Sound is very less,1.0
Terrific purchase,If you are use first time this is awesome ..I loved it 😍Best all the things,5.0
Perfect product!,Best for its price really recommend buying it,5.0
Fair,Money west,3.0
Could be way better,Bad quality while driving bike or while travelling,2.0
Fabulous!,Great product,5.0
Classy product,Nice buds.. Go for it,5.0
Don't waste your money,Experience,1.0
Fabulous!,My cinsere suggestion these are awesome at this price,5.0
Terrible product,Very wrost product I suggest don't buy this product,1.0
Worthless,Touch controls are not working.Really very disappointed..,1.0
Wonderful,Nyc product....,5.0
Nice product,Good at this price point,4.0
Fair,Fair,3.0
Highly recommended,Its febules,5.0
Don't waste your money,Experience,1.0
Fabulous!,My cinsere suggestion these are awesome at this price,5.0
Terrible product,Very wrost product I suggest don't buy this product,1.0
Worthless,Touch controls are not working.Really very disappointed..,1.0
